id,image_text
2505,a minion holding a guitar.
2506,a minion 
2507,a minion 
2508,a cartoon character 
2509,a minion 
2510,a minion 
2511,a minion 
2512,a snowman and a minion.
2513,a minion 
2514,a minion with a gun.
2515,a minion 
2516,a minion 
2517,a minion 
2518,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2519,a group of minions minions minions minions minions minions minions minions minions minions minions minions minions.
2520,a minion 
2521,a minion holding a cup of coffee.
2522,a minion 
2523,a minion 
2524,a minion 
2525,a minion 
2526,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2527,a minion 
2528,a minion 
2529,a yellow background  vs a minion 
2530,a minion 
2531,a minion 
2532,a minion 
2533,a minion 
2534,a minion with a pair of glasses on it's head.
2535,a minion 
2536,a minion 
2537,a minion 
2538,a minion with headphones on.
2539,a minion sitting in an office with a cup of coffee.
2540,a minion 
2541,a minion with a flower crown on it's head.
2542,a minion 
2543,a minion  vs a man in a suit and tie
2544,a minion 
2545,a minion 
2546,a minion holding a phone.
2547,a minion 
2548,a minion 
2549,a minion 
2550,a minion 
2551,a minion 
2552,a minion 
2553,a purple bird 
2554,a minion 
2555,a minion 
2556,a minion 
2557,a minion 
2558,a minion 
2559,a minion 
2560,a minion 
2561,a minion and a minion.
2562,a dump truck full of gold coins.
2563,a minion with bananas on it.
2564,a cartoon character 
2565,a minion 
2566,a minion 
2567,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2568,a minion 
2569,a minion holding a flower.
2570,a minion 
2571,a minion 
2572,a minion 
2573,a minion 
2574,a minion 
2575,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2576,a minion 
2577,a minion 
2578,"a minion holding a sign that says, ` ` ` ` ` ` `."
2579,a minion 
2580,a minion 
2581,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2582,a minion 
2583,a minion 
2584,a flower 
2585,a minion 
2586,a minion 
2587,a minion 
2588,a minion 
2589,a minion 
2590,a minion 
2591,a minion 
2592,a minion 
2593,a minion 
2594,a minion 
2595,a minion 
2596,a minion 
2597,a minion 
2598,a minion 
2599,a minion minion 
2600, vs a minion with glasses on
2601,a minion 
2602,a minion with a thought bubble.
2603,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2604,a minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2605,a cartoon character 
2606,a minion 
2607,"minions from the minions movie, minions movie, minions"
2608,two people dressed as minions.
2609,a minion 
2610,a minion sitting on top of a table.
2611,a minion and a minion  vs minions from the minions movie
2612,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2613,a minion 
2614,two minions minions minions
2615,a minion 
2616,a minion 
2617,a minion 
2618,a minion with a chef hat and glasses.
2619,a minion 
2620,a minion in a police uniform.
2621,two minions minions
2622,a cartoon character 
2623,a minion 
2624,a minion 
2625,a minion 
2626,a minion 
2627,a minion 
2628,a minion 
2629,a minion 
2630,a minion wearing sunglasses and a green dress.
2631,a minion 
2632,a minion laying down 
2633,"three minions minions minions, minions vs a white background "
2634,three minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2635,a minion 
2636,"a minion with a crown on it's head vs two minions minions minions, minions memes, minions memes, minions memes"
2637,a minion 
2638,a minion 
2639,a minion 
2640,a minion 
2641,a minion 
2642,a minion 
2643,a minion 
2644,a minion 
2645,a minion 
2646,a minion 
2647,a minion 
2648,a minion 
2649,a minion 
2650,a minion 
2651,a minion and a minion minion 
2652,a minion 
2653,two minions with a heart shaped balloon.
2654,a minion 
2655,a minion 
2656,a minion 
2657,"a man holding a sign that says,'we have been comrised '."
2658,two people in a car.
2659,a minion 
2660,two minions minions minions minions minions minions minions minions minions minions minions minions minions minions minions.
2661,two minions minions christmas minions minions minions minions minions minions minions minions minions minions minions minions.
2662,a man wearing a headscar.
2663,a man sitting in a chair 
2664,a man in a suit and tie.
2665,a man in a suit sitting at a desk.
2666,a woman with her hand on her face.
2667,a woman in a room 
2668,a woman sitting on a couch.
2669,a man with long hair.
2670,a man with a mustache and mustache.
2671,a woman holding a red heart vs a man with long hair
2672,some of the characters in the movie.
2673,a woman 
2674,"a man in a suit and tie, "
2675,a woman talking to someone.
2676,a man with glasses pointing at a butterfly.
2677,a woman in a pink shirt 
2678,a woman with red hair and glasses.
2679,a man in a suit and tie vs hillary sanders and hillary sanders
2680,a girl with glasses saying what do you say to say no?.
2681,a man with a gun in his hand.
2682,a man and a woman 
2683,a man pointing at the camera 
2684,a woman in a white dress 
2685,a woman's lips 
2686,an elephant and a man.
2687,a young girl in a library.
2688,a girl holding an owl.
2689,"a sign that says, you'd have a beautiful daughter."
2690,wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder wonder.
2691,a woman sitting in a chair.
2692,a man riding a wave.
2693,a man in a black shirt 
2694,a gun 
2695,"a woman's face  vs a woman with her hands in the aira woman's face , a woman with her hands in the air, a black background with blue"
2696,a lizard with its mouth open.
2697,a man in a hat 
2698,a man in a car.
2699,a piece of paper with a message on it.
2700,hillary giving a speech.
2701,a man talking on the phone.
2702,a woman in a red swimsuit.
2703,a woman sitting in a chair.
2704,a woman with eyebrows and eyebrows.
2705,a black and white poster 
2706,
2707,a woman pointing at the camera.
2708,hillary 
2709,a woman with tattoos on her face.
2710,"a girl with red hair and green eyes, standing in front of a blue background."
2711,a person wearing sunglasses 
2712,a little girl in front of a fire vs a girl with a fire in the background
2713,a minion 
2714,a cat sitting on the floor vs a black and white cat
2715,a woman with a hat on vs a cat wearing a hat
2716,a woman cooking in a kitchen.
2717,a pile of chocolates 
2718,a man with a mustache and mustache.
2719,a cartoon character eating a sandwich.
2720,a man with a computer.
2721,a group of people sitting on the floor.
2722,a man with a gun in the desert.
2723,a woman in a red shirt.
2724,a woman in a pink tank top.
2725,a man and woman sitting at a table.
2726,a man in a suit sitting at a desk with his head in his hands.
2727,a group of people standing in front of a black background 
2728,a person drinking a drink.
2729,a woman sitting on a couch.
2730,"a girl with glasses and a poster that says, ` ` ` ` ` ' vs two people on a magazine cover"
2731,a man with a smile on his face.
2732,some people with different faces.
2733,abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham abraham.
2734,a cartoon character 
2735,a guy 
2736,a monster with a sword on it's back.
2737,a man in a suit and tie.
2738,a man in a suit and tie.
2739,an old man wearing a hat.
2740,a woman in a red shirt.
2741,a woman in a red shirt.
2742,a flower  vs a baby wearing a monkey costume
2743,a man standing next to a flower.
2744,an old man sitting on a couch.
2745,an old man wearing a hat.
2746,two men hugging in a room.
2747,an old man with a beard and glasses.
2748,a man sitting in a chair with a cell in his hand.
2749,a woman in a bathing suit and an image of a man in a bathing suit.
2750,a group of men sitting on a couch.
2751,a group of men standing on a stage.
2752,a man with a beard and a man with a mustache vs an old man with a beard and glasses
2753,a woman with green hair and a man in the background.
2754,a man with his hands up in the air.
